roman,native,transliterated_sentence,WER,CER,BLEU
"Yah Snkt kshanik hai, yah 3-4 ghante ke liye jari rhta hai ttha pure ek din ke liye rah skta hai.","यह संकट क्षणिक है, यह 3-4 घंटे के लिए जारी रहता है तथा पूरे एक दिन के लिए रह सकता है।",अगाह नक्त क्षणिक हैया याह आईएस घंटे के लिये जरी रहता है ट्ठा पुरे एक दिन के लिये राह स्कटा हैया,0.6190476190476191,0.32941176470588235,0.06550703698326514
"Sparrow char anguthiyan phnta hai, jinmen se do Depp ke hain.","स्पैरो चार अंगूठियां पहनता है, जिनमें से दो डेप के हैं।",पारो चार अंगूठियां फंटा हैया जिनमें से डो एर्प के हैंट,0.5454545454545454,0.2545454545454545,0.05442988140675566
bal prdhnta: nimnalikhit char prkr ke hote hai :,बाल प्रधानत: निम्नलिखित चार प्रकार के होते हैं :,बाल प्रधानता निम्नलिखित चार प्रकर के होते है आर्,0.4444444444444444,0.125,0.067857774292396
Meri drushti men acharya rmchndra Shukla ki pribhsha prypt hai.,मेरी दृष्टि में आचार्य रामचंद्र शुक्ल की परिभाषा पर्याप्त है.,एरी दृष्टि मेन आचार्य रामचंद्र ह्रुकला की परिभ्षा प्रिप्ट हैया,0.6,0.2459016393442623,0.04802616576551228
"2006 mein, romniya mein communist tnshhi ke adhyayan ke liye rstrpti aayoga ne do milion logon par communist dmn ke prtyksh piditon ki snkhyaa ka anuman lgya.","2006 में, रोमानिया में कम्युनिस्ट तानाशाही के अध्ययन के लिए राष्ट्रपति आयोग ने दो मिलियन लोगों पर कम्युनिस्ट दमन के प्रत्यक्ष पीड़ितों की संख्या का अनुमान लगाया.",एग्री मैंट रोमनिया में कम्यूनिस्ट तंशी के अध्ययन के लिये रस्त्रप्ति आयोगा ने डो मिलियन लोगों पार कम्यूनिस्ट डीएमएन के प्रत्यक्ष पीड़ितों की संख्या का अनुमान लग्याह,0.48148148148148145,0.18633540372670807,0.27030457382284645
March 2000 men Masood Azhar ne Hrkt-ul-Mujhheedin ko bntwkr Jaish-e-muhmmd ki sthpna ki.,मार्च २००० में मसूद अज़हर ने हरकत-उल-मुजाहिदीन को बंटवाकर जैश-ए-मुहम्मद की स्थापना करी।,आर्च एग्री मेन असूद ज़्हार ने रुक्तुलसुझ्दीदीन को बंटवकर आदिशियामुहम्द की स्थापना कीआईएस,0.6923076923076923,0.41379310344827586,0.039073802494525016
jnury 2014 tak vah smjik krykrta alok dixit ke sath pyar me hai.,जनवरी 2014 तक वह सामाजिक कार्यकर्ता आलोक दीक्षित के साथ प्यार में है।,जेन्यूरी एग्री तक वाह समजिक क्रिकर्ता अलोक डिक्सिट के साथ प्यार मे हैया,0.6923076923076923,0.3333333333333333,0.08263103182212594
palki 1967 me bani hindi bhsha ki film hai.,पालकी १९६७ में बनी हिन्दी भाषा की फिल्म है।,पालकी एग्री मे बानी हिंदी भाषा की फिल्म हैया,0.5555555555555556,0.2558139534883721,0.12753431387594827
"2011 me aae tohoku bhukamp evam sunami ke bad behtr prbndhn ke lie jpn ne apni antariksh agency, JXA, dvra march 12, 2011 me charter sakriy karne ka anurodh kiya.","2011 में आए तोहोकू भूकंप एवं सुनामी के बाद बेहतर प्रबंधन के लिए जापान ने अपनी अन्तरिक्ष एजेन्सी, जेएएक्सए, द्वारा मार्च 12, 2011 में चार्टर सक्रिय करने का अनुरोध किया।",एग्री मे एएई टोहोकू भूकम्प एवम सुनामी के बड़ बेहतर प्रबंधन के लाइ जेपीएन ने अपनी अंतरिक्ष एजेंसी एग्री द्व्रा मार्च आईएस एग्री मे चार्टर सक्रिय करने का अनुरोध कियाँ,0.5666666666666667,0.25748502994011974,0.17064403876679934
Peshewar scuba gotakhoron pure chehere wale mask ka upayog karte hain.,पेशेवर स्कूबा गोताखोरों पूरे चेहरे वाले मास्क का उपयोग करते है।,एक्शेवार स्कूबा गोताखोरों पुरे चेहरे वाले मास्क का उपयोग करते हैंट,0.2727272727272727,0.1111111111111111,0.5193071778680676
krta hai ki ullikhit dhnrshi ko is vyakti ya company ko unke bank dvra bhugtan kiya jae.,करता है कि उल्लिखित धनराशि को इस व्यक्ति या कंपनी को उनके बैंक द्वारा भुगतान किया जाए.,करता है की उल्लिखित धनर्षि को आईएस व्यक्ति या कंपनी को उनके बैंक द्व्रा भुगतान किया जाएत,0.29411764705882354,0.09302325581395349,0.34365395712064906
"gya, kyonki unhonne hpha-koriynsa ke khilpha koriya mem bhedbhva ko kma krne ka prysa kiya tha.","गया, क्योंकि उन्होंने हाफ-कोरियंस के खिलाफ कोरिया में भेदभाव को कम करने का प्रयास किया था।",ग्याह क्योंकी उन्होंने हफाकोरियंसा के खिल्फा कोरिया मेम भेदभ्व को कमा करने का प्रायसा किया थाँ,0.5625,0.16666666666666666,0.033424155834082404
"dalit ka shabdik arth pidit, shoshit, dba hua, khinn, udas, tukda, khandit, todna, kuchlna, dla hua, pisa hua, msla hua, raunda hua, vinasht hua hota hai.","दलित का शाब्दिक अर्थ पिडीत, शोषित, दबा हुआ, खिन्न, उदास, टुकडा, खंडित, तोडना, कुचलना, दला हुआ, पिसा हुआ, मसला हुआ, रौंदा हुआ, विनष्ट हुआ होता है।",दलित का शब्दिक अर्थ पीडित शोषित दबा हुआप खिन्न्ह उदास टुकड़ा खण्डित तोड़ना कुचलना डीएलए हुआप पिसा हुआप मसला हुआप रौंदा हुआप विनष्ट हुआ होता हैया,0.6153846153846154,0.18620689655172415,0.03482617694150503
Ksai-purvi prant mein Luba jnjati ke logo ki bhutyt hai.,कासाइ-पूर्वी प्रान्त में लूबा जनजाति के लोगों की बहुतायत है।,सैमपूर्वी प्रांत में उज्बा जनजाति के लोगो की भूतित हैया,0.6,0.3,0.05307712171072445
Tibbet kisi jmne mein dharmik roop se bhrt ka abhinn hissa hua krta tha.,तिब्बत किसी जमाने में धार्मिक रूप से भारत का अभिन्न हिस्सा हुआ करता था।,आईबेट किसी जेएमएनई में धार्मिक रूप से भर्त का अभिन्न हिसा हुआ करता थाँ,0.35714285714285715,0.19718309859154928,0.24739977342883948
iksinge kii sing ke bare men logon ko vishwas thaa ki iska mool srot norval kii,इकसिंगे की सींग के बारे में लोगों को विश्वास था कि इसका मूल स्रोत नार्वल की,इकसिंगे की सिंग के बारे मेन लोगों को विश्वास था की इस्का मूल स्रोत नॉर्वल की,0.3125,0.06666666666666667,0.23446219441058622
usake lksna 28 vrsa ki umra mem eka mitra ke antima snskra ke bda acanaka ksnika drsya nuksna ke stha suru hu'e.,उसके लक्षण 28 वर्ष की उम्र में एक मित्र के अंतिम संस्कार के बाद अचानक क्षणिक दृश्य नुकसान के साथ शुरू हुए.,उसके लक्सना आरआर वीआरएस की उमरा मेम एका मित्रा के अंतिमा संस्क्र के बीडीए अकानाका क्सनिका दृश्य नुक्सना के स्था सुरु हुरे,0.7272727272727273,0.3490566037735849,0.012992441238148487
kvirja Murridan: Jsvnt bhushan;,कविराजा मुरारिदान: जसवंत भूषण;,क्विरजा उर्रीदांत सुवंत भूषण,1.0,0.36666666666666664,0.04873039689743777
apne privr aur nivedita ke inkar karne ke bad siddharth majburi me divya se shadi kar leta hai.,अपने परिवार और निवेदिता के इंकार करने के बाद सिद्धार्थ मजबूरी में दिव्या से शादी कर लेता है।,अपने प्राइवर और निवेदिता के इनकर करने के बड़ सिद्धार्थ मजबूरी मे दिव्य से शादी कार लेटा हैया,0.4444444444444444,0.15217391304347827,0.09083627868206415
inmen pnchtntra ka phlvi bhsha mein hua anuvaad panchvi shtbdi ka btya jta hai.,इनमें पंचतंत्र का पहलवी भाषा में हुआ अनुवाद पाँचवीं शताब्दी का बताया जाता है।,इनमेन पंचतंत्र का फ्ल्वी भाषा में हुआ अनुवाद पांचवी शताब्दी का बीटीया जता हैया,0.42857142857142855,0.15584415584415584,0.24022110864391533
"ye forged rolls jo steel plant evam railwy mein istemal kiya jta hai, uska bhi utpdn karti hai.","ये फॉर्गेड रॉल्स जो स्टील प्लांट एवं रेलवे में इस्तेमाल किया जाता है, उसका भी उत्पादन करती है।",ये फोर्ज्ड रोल्स जो स्टील प्लांट एवम रेल्वी में इस्तेमाल किया जता हैया उसका भी यूटीपीडीएन करती हैया,0.4444444444444444,0.2127659574468085,0.1021855205716704
Harry Potter aur uske sathi horkruks ki khoj mein jate hain aur unhe Voldemort ka smna,हैरी पॉटर और उसस्के साथी हॉर्करक्स की खोज में जाते हैं और उन्हे वोल्डेमॉर्ट का सामना,एरी आउटर और उसके साथी होरक्रुक्स की खोज में जते हैन और उन्हे ओल्डेमोर्ट का समना,0.5,0.19047619047619047,0.08609583710384033
isi gaaon ke Chaudri Amar Singh ne adhiveshan ki adhyakshta kii ttha yah prstv parit kiya ki ahir (yadv) kshatriy mool se hain.,इसी गाँव के चौधरी अमर सिंह ने अधिवेशन कि अध्यक्षता की तथा यह प्रस्ताव पारित किया कि अहीर (यादव) क्षत्रिय मूल से है।,आईएसआई गाओं के ह्रौद्री अम्मार इयांघ ने अधिवेशन की अध्यक्षता की ट्ठा याह प्रस्त्व परित किया की अहिर याद्व क्षत्रिय मूल से हैंट,0.6086956521739131,0.28695652173913044,0.058811321181221836
Is mrutyulok men hi use prm shanti aur sukh ka anubhv hone lgta hai.,इस मृत्युलोक में ही उसे परम शांति और सुख का अनुभव होने लगता है।,आरएस मृत्युलोक मेन ही यूज पीआरएम शांति और सुख का अनुभ्व होने लगता हैया,0.42857142857142855,0.20634920634920634,0.22718709780542318
"in vyaktiyo ka upchar vibhinn chikitsa kendro, medical collejo evam nsha mukti kendro par nihshulk bhi kiya jta hai.","इन व्यक्तियों का उपचार विभिन्न चिकित्सा केन्द्रों, मेडिकल कॉलेजों एवं नशा मुक्ति केन्द्रों पर निःशुल्क भी किया जाता है।",आईएन व्यक्तियो का उपचार विभिन्न चिकित्सा केंद्रो मेडिकल कोलेजो एवम नशा मुक्ति केंद्रो पार निःशुल्क भी किया जता हैया,0.47368421052631576,0.15126050420168066,0.19898107345153532
swashthy aur rog smpdit karen,स्वास्थ्य और रोग संपादित करें,स्वष्ठ्य और रोग सम्पदित करें,0.4,0.20689655172413793,0.12574334296829354
inhen san 2009 mein bhrt srkar dwra kla ke kshetra mein pdma bhushan se smmnit kiya gya tha.,इन्हें सन २००९ में भारत सरकार द्वारा कला के क्षेत्र में पद्म भूषण से सम्मानित किया गया था।,इन्हें सान एग्री में भर्त सरकर द्वारा क्ला के क्षेत्र में पीडीएम भूषण से सम्मनित किया ग्या थाँ,0.5,0.18888888888888888,0.07786777655685517
Smn anarik snhita se snchlit dhrmnirpeksha deshon ki snkhya bahut adhik hai.,समान नागरिक संहिता से संचालित धर्मनिरपेक्ष देशों की संख्या बहुत अधिक है।,एमएमएन अनारिक संहिता से संचलित धर्मनिरपेक्षा देशों की संख्या बहुत अधिक हैया,0.4166666666666667,0.1388888888888889,0.3646285861936467
"badhit karti hain ttha jiske krn sthnik-rktta, Dard, Prigln ttha kai bar ang ki kshti hoti hai.","बाधित करती हैं तथा जिसके कारण स्थानिक-अरक्तता, दर्द, परिगलन तथा कई बार अंग की क्षति होती है।",बाधित करती हैन ट्ठा जिसके कर्न स्थानिकरकट्टा अर्द राइग्लन ट्ठा काई बार अंग की क्षति होती हैया,0.5294117647058824,0.2717391304347826,0.2263405111222313
gandhigri ek purna shabd hai jo gandhiwd ke muloyon ki or ishra krta hai jismen stygrh evam ahinsa sabse mukhya hai.,गांधीगिरी एक पुराना शब्द है जो गांधीवाद के मूल्यों की ओर इशारा करता है जिसमें सत्याग्रह एवं अहिंसा सबसे मुख्य है।,गांधीग्री एक पूर्ण शब्द है जो गांधीवाद के मुलोयों की ओर इशरा करता है जिस्में स्टाईग्रह एवम अहिंसा सबसे मुख्य हैया,0.38095238095238093,0.13274336283185842,0.2758747689618284
jinna ko khan se pkistn aandolan me purn smrthn mila aur unhone rajnitik slh bhi di.,जिन्ना को खान से पाकिस्तान आंदोलन में पूर्ण समर्थन मिला और उन्होंने राजनीतिक सलाह भी दी।,जिन्ना को खान से पकिस्तान आंदोलन मे पूर्ण स्मृत्न मिला और उन्होंने राजनीतिक स्ल्ह भी डीआईएस,0.3125,0.14772727272727273,0.3315796151992083
Kahin kahin use malik (swami) bhi khte hain.,कहीं कहीं उसे मालिक (स्वामी) भी कहते हैं।,अहीं कहीं यूज मालिक स्वामिन भी खते हैंट,0.625,0.24390243902439024,0.02846946938149362
"nayi kvita hindi sahitya mein san 1951 ke bad ki un kvitaon ko kha gya, jinmein prmpragt kvita","नयी कविता हिंदी साहित्य में सन् १९५१ के बाद की उन कविताओं को कहा गया, जिनमें परंपरागत कविता",नयी क्विटा हिंदी साहित्य में सान एग्री के बड़ की यूएन क्विताओं को खा ग्याह जिनमें प्रमप्राग्त क्विटा,0.5555555555555556,0.27472527472527475,0.06462779777929392
"hlmki, himskhlna ke khtre bane rhte haim jiska bhugtna kucha spenisa crha'i dalo ko dena pra jinhonne bhari nuksna uthya (jaise 1989 aura 2001 mem).","हालाँकि, हिमस्खलन के खतरे बने रहते हैं जिसका भुगतान कुछ स्पेनिश चढ़ाई दलो को देना पड़ा जिन्होंने भारी नुकसान उठाया (जैसे 1989 और 2001 में)।",हल्मकिन हिमस्खलना के खतरे बने रहते हैम जिस्का भुगतना कुचा स्पेनिसा क्रहाई डालो को डेना प्रा जिन्होंने भारी नुक्सना उठ्या ज्जैसे एग्री औरा एग्री मेंम्प,0.72,0.302158273381295,0.09930804854040788
ke nam dharit vishisht mang khate se vishisht mudra men bhugtan karne k eliye nirdisht krta hai.,के नाम धारित विशिष्ट मांग खाते से विशिष्ट मुद्रा में भुगतान करने के लिए निर्दिष्ट करता है।,के नाम धरित विशिष्ट मांग खाते से विशिष्ट मुद्रा मेन भुगतान करने के एलिये निर्दिष्ट करता हैया,0.23529411764705882,0.07777777777777778,0.4186703741203227
"is karn se, trips bauddhik smpdaa kanunon ke vaishvikrn ke liye sabse mhtvpurn bhupkshiy sadhn hai.","इस कारण से, ट्रिप्स बौद्धिक संपदा कानूनों के वैश्वीकरण के लिए सबसे महत्वपूर्ण बहुपक्षीय साधन है।",आईएस कर्ण सें ट्रिप्स बौद्धिक सम्पदा कानूनों के वैश्वीकरण के लिये सबसे महत्वपूर्ण भूपक्षीय साधन हैया,0.4375,0.15625,0.20014583862882368
"Om Prksh Mlhotra, Bhartiy Thlsena ke purv pramukh","ओम प्रकाश मलहोत्रा, भारतीय थलसेना के पूर्व प्रमुख",आरएम रक्ष ल्होत्रा हर्तीय हलसेना के पूर्व प्रमुख,0.625,0.2857142857142857,0.12131756417616475
Sweden,स्वीडन,वेडेन,1.0,0.6666666666666666,0.0
Ktha UK,कथा यूके,ठ्ठा आरआर,1.0,0.875,0.0
"Ecology of the Bya vivar par adhyayan kiya aur ek shodhgranth prastt kiya, jiski skrtmk smiksha David Lake dwra ki gai.","इकोलॉजी ऑफ द बाया विवर पर अध्ययन किया और एक शोधग्रंथ प्रस्तुत किया, जिसकी सकारात्मक समीक्षा डेविड लेक द्वारा की गई।",कॉलजी ओएफ थे या विवर पार अध्ययन किया और एक शोधग्रंथ प्रस्त्त कियाँ जिसकी स्कृत्मक स्मीक्षा एविड आके द्वारा की गैया,0.5714285714285714,0.21739130434782608,0.1985369758351683
anta mein ngr ke samip sthit ek kund mein devi prtimaon ka visrjn kiya jta hai.,अन्त में नगर के समीप स्थित एक कुँड में देवी प्रतिमाओं का विसर्जन किया जाता है।,अंता में न्ग्र के समीप स्थित एक कुंड में देवी प्रतिमाओं का विसर्जन किया जता हैया,0.3125,0.11538461538461539,0.46892438882117243
Ve yuktiyan jo prksh ke sampurn vrnkrm men se kuch bhag ko kam ya adhik kar deti hain-,वे युक्तियाँ जो प्रकाश के सम्पूर्ण वर्णक्रम में से कुछ भाग को कम या अधिक कर देती हैं-,आईई युक्तियां जो प्रक्ष के संपूर्ण वृणक्रम मेन से कुच भाग को काम या अधिक कार देती हैंट,0.5555555555555556,0.17647058823529413,0.038419068302517345
dmd internet movie dtbse par,दामाद इंटरनेट मूवी डेटाबेस पर,डीएमडी इंटरनेट मूवी डीटीबीसे पार,0.6,0.3448275862068966,0.11362193664674995
"krn apna nahin sakte the, isliya unhone Merath aur uske aaspaas ki boli grhn ki aur usma nam Kahdi (Khari?)","कारण अपना नहीं सकते थे, इसलिये उन्होंने मेरठ और उसके आसपास की बोली ग्रहण की और उसका नाम खड़ी (खरी?)",कर्न अपना नहीं सकते थें इस्लिया उन्होंने एराथ और उसके आसपास की बोली ग्रहण की और उस्मा नाम अहदी घरियों,0.35,0.21212121212121213,0.3546731600174372
Tnuja ka janm mrthi privr men film nirmta Kumarsen Smrth aur abhinetri Shobhna Smrth ke yhn hua tha.,तनुजा का जन्म मराठी परिवार में फिल्म निर्माता कुमारसेन समर्थ और अभिनेत्री शोभना समर्थ के यहाँ हुआ था।,न्तुजा का जन्म मृति प्राइवर मेन फिल्म निर्मता अमरसेन एम्यूआरटीएच और अभिनेत्री ह्रोभना एम्यूआरटीएच के यहन हुआ थाँ,0.6111111111111112,0.39603960396039606,0.03715770152515524
"banber ya unnva, ber ki jati ka paudha hai aur paschim himlya pradesh, pkistn ke uttr-pschimi sima prant, afganistan, blochistn, iran ityadi me pya jta hai.","बनबेर या उन्नाव, बेर की जाति का पौधा है और पश्चिम हिमालय प्रदेश, पाकिस्तान के उत्तर-पश्चिमी सीमा प्रांत, अफगानिस्तान, बलोचिस्तान, ईरान इत्यादि में पाया जाता है।",बैनबर या उन्नवा बेर की जाती का पौधा है और पश्चिम हिमल्या प्रदेश पकिस्तान के उत्तरपश्चिमी सिमा प्रांत अफगानिस्तान ब्लोचिस्टना इरान इत्यादि मे प्या जता हैया,0.6153846153846154,0.15,0.1498079543036443
Taghis ki sth ka tpman -187 digree sentigred hai.,टॅथिस की सतह का तापमान -१८७ डिग्री सेंटीग्रेड है।,अघिस की स्थ का टीपीमैन एग्री डिग्री सेंटीग्रेड हैया,0.5555555555555556,0.32653061224489793,0.06030725360407769
bhuvigyan me bhukamp trngo ke adhyayan me prvrtn upayogi hai.,भूविज्ञान में भूकम्प तरंगों के अध्ययन में परावर्तन उपयोगी है।,भूविज्ञान मे भूकम्प ट्रांगो के अध्ययन मे प्रवर्तन उपयोगी हैया,0.5,0.16393442622950818,0.056122223243057295
bhale hi unke pas upkrn behad sdhrn rahe hon lekin hausla asadharan tha.,भले ही उनके पास उपकरण बेहद साधारण रहे हों लेकिन हौसला असाधारण था.,भाले ही उनके पास उपकर्ण बेहद सधर्न रहे होन लेकिन हौसला असाधारण थाँ,0.38461538461538464,0.12307692307692308,0.12867921557157555
lo ho gai Pooja is ghar ki men Shiv Raj Khosla,लो हो गई पूजा इस घर की में शिव राज खोसला,लो हो गाई उकोजा आईएस घर की मेन ह्गिव अज ह्रोस्ला,0.6363636363636364,0.425,0.05637560315259291
"Asaghar Wjht ka jnm 5 july 1946 ko Fatehpur, uttar pradesh, bhrt mein hua tha.","असग़र वजाहत का जन्म 5 जुलाई 1946 को फतेहपुर, उत्तर प्रदेश, भारत में हुआ था।",शाघर जेएचटी का जेएनएम आर् जूली एग्री को अतेहपुरू उत्तर प्रदेश भर्त में हुआ थाँ,0.6666666666666666,0.4,0.038287182404519005
swami brhspti,स्वामी बृहस्पति,स्वामी बृहस्पति,0.0,0.0,0.316227766016838
"hai, do tin din mein guilty nikalti hai aur do spth mein pak jati hai;","है, दो तीन दिन में गिल्टी निकलती है और दो सप्ताह में पक जाती है;",हैया डो टिन दिन में गिल्टी निकलती है और डो स्पथ में पाक जाती हैया,0.4666666666666667,0.203125,0.3044867545327882
"simit ngrikta ka ek udhrn Athense hai jhn gulam, mhilyen aur aavasi videshiyon (jo matic khlte hain) ko rjnaitik adhikaron se vanchit rkha jta hai.","सीमित नागरिकता का एक उदाहरण एथेंस है जहां गुलाम, महिलाएं और आवासी विदेशियों (जो मेटिक कहलाते हैं) को राजनैतिक अधिकारों से वंचित रखा जाता है।",सिमित नगरिकता का एक उधरण ठेंसे है झन् गुलाम म्हिल्यें और आवासी विदेशियों जेजीओ मैटिक खलते हैंट को र्जनैतिक अधिकारों से वंचित रखा जता हैया,0.56,0.21428571428571427,0.1448513870267843
bhrt mein samuhik vinash ke hthiyar,भारत में सामूहिक विनाश के हथियार,भर्त में सामूहिक विनाश के हथियार,0.16666666666666666,0.0625,0.7598356856515925
"anusar punrjnm prpat krta hai, na ki anugraha ke sidhhant se srvshktimn srshta arthat ishwar se prrthna krta hai.","अनुसार पुनर्जन्म प्राप्त करता है, न कि अनुग्रह के सिद्धांत से सर्वशक्तिमान स्रष्टा अर्थात् ईश्वर से प्रार्थना करता है।",अनुसार पुनर्जन्म प्रपत करता हैया ना की अनुग्रह के सिद्धांत से सर्वशक्तिम्न सृष्टा अर्थत ईश्वर से प्रत्न करता हैया,0.47368421052631576,0.1440677966101695,0.17178832420596368
pita ki htya ke pschat sjjd ne hurriyat se alag hokar peoples conference party bnai jiske ve vrtmn adhyaksha hain.,पिता की हत्या के पश्चात् सज्जाद ने हुर्रियत से अलग होकर पीपल्स काँफ्रेंस पार्टी बनाई जिसके वे वर्तमान अध्यक्ष हैं।,पिता की हत्या के पीएसचैट जेजेडी ने हुर्रियत से अलग होकर पीओपल्स कॉन्फ्रेंस पार्टी बनाई जिसके वे वर्तमान अध्यक्षा हैंट,0.3,0.14912280701754385,0.4797543511401896
iske bad Bundelkhand ka itihas angrezi smrjya ki neetiyon ki hi abhivyakti krta hai.,इसके बाद बुंदेलखंड का इतिहास अंग्रेजी साम्राज्य की नीतियों की ही अभिव्यक्ति करता है।,इसके बड़ उंडेलखंड का इतिहास अंग्रेज़ी स्मृज्य की नीतियों की ही अभिव्यक्ति करता हैया,0.35714285714285715,0.14285714285714285,0.4052587697205425
jab pair mein kantaa chubhtaa hai tab aakhon se pani aataa hai aur hath kantaa niklne ke liye jta hai.,जब पैर में काँटा चुभता है तब आखोँ से पानी आता है और हाथ काँटा निकालनेके लिए जाता है।,जब पैर में कंटा चुभता है टैब आखों से पानी आता है और हाथ कंटा निकलने के लिये जता हैया,0.47368421052631576,0.16666666666666666,0.3264128346656048
kam ayu me hi ghar valo ne unki marji ke bina unse ayu me bahut badi ladki se shadi kar di.,कम आयु में ही घर वालों ने उनकी मर्जी के बिना उनसे आयु में बहुत बड़ी लड़की से शादी कर दी।,काम आयु मे ही घर वालो ने उनकी मर्जी के बिना उनसे आयु मे बहुत बड़ी लड़की से शादी कार डीआईएस,0.2857142857142857,0.11363636363636363,0.4845766087853281
yah abhilekh Lal Qile ke sngrhaly mein upasthit hai.,यह अभिलेख लाल किले के संग्रहालय में उपस्थित है।,याह अभिलेख एईएल आइल के संग्रहाली में उपस्थित हैया,0.5555555555555556,0.2127659574468085,0.06030725360407769
dekhkar hi smjha jaa skta hai ki yah dhanu lagn ya dhanu rashi prdhn vyakti hai.,देखकर ही समझा जा सकता है कि यह धनु लग्‍न या धनु राशि प्रधान व्‍यक्ति है।,देखकर ही समझा जा स्कटा है की याह धनु लग्न या धनु राशी प्रधान व्यक्ति हैया,0.4375,0.125,0.20149416157064579
"tab san 1894 mein HongKong mein isne sir uthya aur Jpn, Bhrt, Turkey hote huye san 1896 mein yah rog Russia jaa phuncha, san","तब सन् 1894 में हांगकांग में इसने सिर उठाया और जापान, भारत, तुर्की होते हुए सन् 1896 में यह रोग रूस जा पहुँचा, सन्",टैब सान एग्री में ओंगबोंग में इसने सिर उठ्या और पीपीएनए हर्ट उर्के होते हुये सान एग्री में याह रोग उस्सिया जा फूंचा सान,0.625,0.4298245614035088,0.04548686990831537
donon ne shadi nahin karne aur live-in relationship men rahne ka faisla kiya.,दोनों ने शादी नहीं करने और लिव-इन रिलेशनशिप में रहने का फैसला किया।,दोनों ने शादी नहीं करने और लाइवेन रिलेशनशिप मेन रहने का फैसला कियाँ,0.23076923076923078,0.08955223880597014,0.49735673561245436
Mhtma Gandhi dusre tal par baitha karte the.,महात्मा गाँधी दूसरे तल पर बैठा करते थे।,हेतमा अंधी दुसरे ताल पार बैठा करते थें,0.75,0.2564102564102564,0.05873949094699214
Ab is or cheshta aur prytna hone lage hain ki yadi smbhv ho to sbhya snsr hi,अब इस ओर चेष्ठा और प्रयत्न होने लगे हैं कि यदि संभव हो तो सभ्य संसार ही,आरबी आईएस ओर चेष्टा और प्राइटना होने लगे हैन की यादी सम्भव हो टीओ सभ्य संस्र ही,0.5882352941176471,0.29577464788732394,0.033271889139709514
Aathave dshk ke log - Blrm Manish Rai,आठवें दशक के लोग - बलराम मनीष राय,आठवे डीएसके के लॉग आर् एलईआरएम अनिश एएआई,0.875,0.6363636363636364,0.02777619034011792
punch bhure rang ki aur Morni ki punch chhoti hoti hai.,पूंछ भूरे रंग की और मोरनी की पूंछ छोटी होती है।,पंच भूरे रंग की और ओर्नी की पंच छोटी होती हैया,0.36363636363636365,0.19148936170212766,0.28997844147152074
pahli jhlk 1955 men bani hindi bhsha ki film hai.,पहली झलक 1955 में बनी हिन्दी भाषा की फिल्म है।,पहली झल्क एग्री मेन बानी हिंदी भाषा की फिल्म हैया,0.6,0.2608695652173913,0.1122444464861146
bhgvta puran ki 10vi pustak ke adhyay 1 me vasudev kans ko apni patni aur krishna ki ma devki,भागवत पुराण की 10वीं पुस्तक के अध्याय 1 में वसुदेव कंस को अपनी पत्नी और कृष्ण की मां देवकी,भगवता पुरन की ग्वी पुस्तक के अध्याय आर् मे वासुदेव कांस को अपनी पटनी और कृष्णा की मा देवकी,0.5263157894736842,0.18888888888888888,0.07339934569877102
skta hai mlria ke bimariyon par privr brbd hone men kami ayegi dvaiyon men shsntmk commission baji va ghotale baji jo desh,सकता है मलेरिया की बिमारियों पर परिवार बरबाद होने में कमी आएगी दवाइयों में शासनात्मक कमीशन बाजी व घोटाले बाजी जो देश,स्कटा है मलरिया के बीमारियों पार प्राइवर ब्राब्ड होने मेन कामी आयेगी द्वैयों मेन श्सन्तमक कमिशन बाजी वा घोटाले बाजी जो देश,0.6818181818181818,0.23275862068965517,0.12436722085116984
bntaa hai.,बनता है।,बंटा हैया,1.0,0.5,0.0
"Naujvn Krntikri toli par unke pad, gyan, aur vidwtta ki dhak bhi thi.","नौजवान क्रांतिकारी टोली पर उनके पद, ज्ञान व विद्वता कि धाक भी थी।",अरुज्वन रूंतिक्री टोली पार उनके पाड़ ज्ञान्त और विद्वत्त की ढक भी थिप,0.7692307692307693,0.36923076923076925,0.01893405895135384
dblyu kenedi ne isaki rsynika phcna ki thi.,डब्लयू केनेडी ने इसकी रासायनिक पहचान की थी।,डीबीएलयू केनेडी ने इसाकी र्सिनिका पीएचसीना की थिप,0.625,0.3488372093023256,0.06500593260343691
"pudal aur anya anek jal kutta naslo ki trh, PWD (PWD) bahut hi buddhiman hote hai, unke","पूडल और अन्य अनेक जल कुत्ता नस्लों की तरह, पीडब्लूडी (PWD) बहुत ही बुद्धिमान होते हैं, उनके",पुडल और अन्य अनेक जल कुट्टा नसलो की टीआरएच आईएस एचएचपीएच बहुत ही बुद्धिमान होते हैया उनके,0.4117647058823529,0.2967032967032967,0.2392909769192054
vah ek kamre mein band rahenge aur rja ya koi bhi us kamre ke andar nahin aaye.,वह एक कमरे में बंद रहेंगे और राजा या कोई भी उस कमरे के अंदर नहीं आये।,वाह एक कामरे में बंद रहेंगे और रजा या कोई भी यूएस कामरे के अंदर नहीं आयें,0.35294117647058826,0.11594202898550725,0.27098211583470044
is prvtmla men kuchh jwlmukhi bhi sthit hain.,इस पर्वतमाला में कुछ ज्वालामुखी भी स्थित हैं।,आईएस प्रवतमला मेन कुछ ज्वालमुखी भी स्थित हैंट,0.625,0.2,0.06500593260343691
